event_id,timestamp,user,action,cpu,memory,response_time,status_code
380,2026-08-25 18:32:27.834,Charlie,Logout,5.18,31.7,321,200
381,2026-08-25 18:32:33.582,Julia,Download,92.23,50.48,173,200
382,2026-08-25 18:32:21.788,Hannah,Logout,51.57,31.71,439,200
383,2026-08-25 18:32:24.869,Charlie,Purchase,27.75,61.71,219,400
384,2026-08-25 18:32:31.038,Bob,Upload,84.84,50.23,438,200
385,2026-08-25 18:32:24.919,Fiona,View,85.45,33.53,122,200
386,2026-08-25 18:32:28.804,Evan,View,27.01,74.86,103,200
387,2026-08-25 18:32:20.325,Charlie,Upload,68.9,22.0,25,500
388,2026-08-25 18:32:27.322,Evan,View,66.23,42.17,17,200
389,2026-08-25 18:32:28.909,Fiona,View,31.24,47.93,202,200
390,2026-08-25 18:32:21.534,Fiona,View,85.3,50.94,442,404
391,2026-08-25 18:32:19.986,Fiona,Logout,20.08,33.55,74,500
392,2026-08-25 18:32:25.486,Hannah,Purchase,40.32,46.7,373,200
393,2026-08-25 18:32:26.691,Fiona,Search,54.61,25.51,280,304
394,2026-08-25 18:32:32.236,Fiona,View,5.22,68.48,405,200
395,2026-08-25 18:32:33.069,Charlie,Search,19.74,86.45,123,404
396,2026-08-25 18:32:30.738,Fiona,View,25.15,87.86,298,201
397,2026-08-25 18:32:35.144,Ian,Purchase,29.51,38.47,176,404
398,2026-08-25 18:32:23.652,Hannah,Login,68.51,60.57,211,200
399,2026-08-25 18:32:26.466,Ian,Logout,20.01,51.06,265,500
400,2026-08-25 18:32:21.294,Bob,Download,26.4,43.41,287,200
401,2026-08-25 18:32:28.126,Diana,Login,47.29,65.21,37,200
402,2026-08-25 18:32:22.530,Bob,View,23.63,77.36,242,201
403,2026-08-25 18:32:33.026,George,Search,40.21,32.68,112,304
404,2026-08-25 18:32:20.950,Diana,Logout,23.42,48.28,248,200
405,2026-08-25 18:32:22.179,Hannah,Logout,6.59,74.07,196,200
406,2026-08-25 18:32:34.376,Bob,Login,36.49,22.14,122,200
407,2026-08-25 18:32:31.167,Fiona,Logout,12.16,71.48,176,200
408,2026-08-25 18:32:26.310,Julia,Upload,51.09,31.15,304,201
409,2026-08-25 18:32:20.611,George,Purchase,30.27,64.78,68,404
410,2026-08-25 18:32:26.774,Fiona,Logout,86.12,88.54,45,400
411,2026-08-25 18:32:27.624,Charlie,Login,46.53,61.82,185,201
412,2026-08-25 18:32:30.950,Alice,Login,46.99,63.94,318,200
413,2026-08-25 18:32:30.988,Fiona,Purchase,47.38,39.63,389,500
414,2026-08-25 18:32:20.676,George,View,49.09,31.75,308,200
415,2026-08-25 18:32:28.159,Bob,Login,32.66,60.81,200,200
416,2026-08-25 18:32:21.534,Hannah,Purchase,59.98,64.43,28,200
417,2026-08-25 18:32:21.132,Bob,Upload,38.04,60.98,390,201
418,2026-08-25 18:32:30.342,Bob,Download,77.57,26.24,81,304
419,2026-08-25 18:32:24.931,Bob,View,26.22,28.08,236,200
420,2026-08-25 18:32:22.854,Diana,Purchase,60.76,54.62,370,200
421,2026-08-25 18:32:30.871,Charlie,View,78.93,46.75,262,200
422,2026-08-25 18:32:23.734,Charlie,Logout,33.55,27.06,396,201
423,2026-08-25 18:32:33.906,Alice,Download,73.73,24.62,163,200
424,2026-08-25 18:32:29.710,Hannah,Search,37.12,37.52,197,304
425,2026-08-25 18:32:33.144,Ian,Login,55.7,87.19,357,400
426,2026-08-25 18:32:27.648,Fiona,Login,90.64,56.65,270,200
427,2026-08-25 18:32:34.082,Fiona,View,47.51,38.74,282,200
428,2026-08-25 18:32:20.858,Ian,Logout,40.46,45.48,381,200
429,2026-08-25 18:32:23.445,Julia,View,31.58,35.72,196,404
430,2026-08-25 18:32:35.934,Ian,Logout,63.99,53.74,210,200
431,2026-08-25 18:32:29.948,Diana,Logout,72.96,29.42,221,200
432,2026-08-25 18:32:29.550,Charlie,Login,75.93,69.1,147,400
433,2026-08-25 18:32:29.150,George,Purchase,36.58,71.18,273,304
434,2026-08-25 18:32:30.918,Bob,Logout,66.83,71.81,440,400
435,2026-08-25 18:32:31.824,Evan,View,35.6,23.92,156,200
436,2026-08-25 18:32:36.222,Ian,Upload,29.4,59.05,341,404
437,2026-08-25 18:32:21.849,Julia,Download,29.28,72.91,192,200
438,2026-08-25 18:32:26.244,Bob,Login,63.42,78.06,157,404
439,2026-08-25 18:32:25.830,Julia,Logout,19.05,88.93,247,200
440,2026-08-25 18:32:33.334,Diana,Search,56.34,70.64,79,200
441,2026-08-25 18:32:27.642,Alice,Purchase,46.64,68.74,150,400
442,2026-08-25 18:32:31.206,Evan,Logout,45.85,45.24,264,304
443,2026-08-25 18:32:35.672,Diana,Logout,16.37,88.53,99,200
444,2026-08-25 18:32:28.614,Bob,Upload,85.43,72.32,211,200
445,2026-08-25 18:32:26.419,George,Purchase,89.22,58.27,89,500
446,2026-08-25 18:32:22.876,Ian,Download,58.24,41.15,271,200
447,2026-08-25 18:32:34.515,Alice,View,48.44,77.79,157,200
448,2026-08-25 18:32:33.214,Alice,Upload,89.82,81.58,232,200
449,2026-08-25 18:32:34.152,Ian,View,32.97,36.68,151,200
450,2026-08-25 18:32:37.344,Bob,Upload,29.67,74.92,38,304
451,2026-08-25 18:32:25.216,Charlie,Login,56.56,27.89,379,500
452,2026-08-25 18:32:22.978,Julia,Search,43.42,40.0,345,404
453,2026-08-25 18:32:24.807,Julia,Download,14.53,61.73,97,201
454,2026-08-25 18:32:31.638,Charlie,Purchase,30.79,74.71,176,200
455,2026-08-25 18:32:27.579,Julia,View,30.26,56.61,260,400
456,2026-08-25 18:32:28.518,George,Logout,31.2,42.79,405,200
457,2026-08-25 18:32:19.864,Charlie,View,74.95,73.36,46,500
458,2026-08-25 18:32:26.286,Bob,Upload,20.05,51.61,72,404
459,2026-08-25 18:32:28.146,Julia,Logout,85.58,74.28,344,201
460,2026-08-25 18:32:23.574,Charlie,Purchase,40.07,61.01,106,201
461,2026-08-25 18:32:37.422,Hannah,Search,40.69,66.38,217,201
462,2026-08-25 18:32:30.078,Fiona,Download,27.53,89.1,187,500
463,2026-08-25 18:32:33.351,Ian,Login,36.54,33.68,122,201
464,2026-08-25 18:32:38.494,Charlie,Logout,76.71,25.36,374,200
465,2026-08-25 18:32:36.684,Diana,Purchase,77.19,42.56,292,200
466,2026-08-25 18:32:37.662,Evan,Upload,34.4,55.63,261,200
467,2026-08-25 18:32:26.502,Evan,Search,52.17,36.22,43,500
468,2026-08-25 18:32:25.122,Bob,Logout,33.35,24.82,367,201
469,2026-08-25 18:32:28.895,Hannah,Login,35.1,65.28,444,400
470,2026-08-25 18:32:33.154,Ian,Login,57.77,72.33,211,200
471,2026-08-25 18:32:27.540,George,Logout,88.77,78.42,376,404
472,2026-08-25 18:32:32.286,Charlie,Login,42.24,65.72,28,304
473,2026-08-25 18:32:28.065,Bob,Upload,52.17,55.32,203,500
474,2026-08-25 18:32:33.780,Hannah,Download,17.27,64.03,106,304
475,2026-08-25 18:32:39.044,Alice,Search,60.58,70.82,305,304
476,2026-08-25 18:32:31.478,Alice,Purchase,75.0,84.49,312,200
477,2026-08-25 18:32:26.265,George,Upload,74.91,56.57,16,500
478,2026-08-25 18:32:38.238,Alice,Purchase,80.36,72.95,61,500
479,2026-08-25 18:32:38.286,Fiona,Login,56.95,25.53,169,200
480,2026-08-25 18:32:36.894,Hannah,Search,86.13,84.81,243,201
481,2026-08-25 18:32:28.281,Diana,Upload,27.75,69.38,193,404
482,2026-08-25 18:32:29.754,Evan,View,49.14,28.59,30,201
483,2026-08-25 18:32:32.199,Ian,Logout,36.39,47.14,115,404
484,2026-08-25 18:32:32.234,Bob,Login,43.48,60.11,144,200
485,2026-08-25 18:32:26.449,Fiona,Logout,13.17,76.52,26,200
486,2026-08-25 18:32:35.706,Fiona,Purchase,87.35,79.42,122,200
487,2026-08-25 18:32:26.495,Julia,Purchase,21.7,32.15,345,201
488,2026-08-25 18:32:30.910,Ian,View,40.51,36.85,112,200
489,2026-08-25 18:32:27.519,Fiona,Search,64.49,63.23,18,304
490,2026-08-25 18:32:32.934,Julia,Logout,51.07,85.16,378,200
491,2026-08-25 18:32:22.168,Alice,Logout,53.56,54.89,98,200
492,2026-08-25 18:32:34.974,Hannah,Purchase,82.2,39.95,44,200
493,2026-08-25 18:32:39.944,Fiona,View,91.94,31.29,281,200
494,2026-08-25 18:32:32.584,Hannah,Logout,71.45,71.32,307,201
495,2026-08-25 18:32:32.124,Hannah,Purchase,61.97,36.38,401,404
496,2026-08-25 18:32:28.686,Bob,View,27.29,55.31,439,500
497,2026-08-25 18:32:37.659,Charlie,View,59.33,68.08,286,400
498,2026-08-25 18:32:21.768,Bob,Purchase,69.89,89.87,379,404
499,2026-08-25 18:32:37.250,Ian,Logout,43.58,35.06,256,400
500,2026-08-25 18:32:29.794,Diana,Login,78.93,27.27,173,304
501,2026-08-25 18:32:28.320,Fiona,Login,84.57,68.23,178,404
502,2026-08-25 18:32:29.852,Alice,View,29.27,60.39,348,400
503,2026-08-25 18:32:32.899,George,Login,73.3,50.1,11,400
504,2026-08-25 18:32:25.374,Diana,Download,38.65,79.11,412,200
505,2026-08-25 18:32:35.494,Diana,Login,59.36,53.6,303,400
506,2026-08-25 18:32:22.884,Charlie,Search,33.83,74.53,57,500
507,2026-08-25 18:32:28.476,Fiona,Logout,51.94,70.52,435,200
508,2026-08-25 18:32:21.898,Diana,Upload,74.0,49.63,38,200
509,2026-08-25 18:32:25.474,Diana,Upload,41.54,22.11,312,200
510,2026-08-25 18:32:23.454,Diana,Upload,81.63,51.72,348,200
511,2026-08-25 18:32:39.311,Bob,Upload,92.31,22.8,94,400
512,2026-08-25 18:32:23.486,George,Upload,85.7,25.55,312,201
513,2026-08-25 18:32:25.041,Charlie,Search,82.23,74.97,411,404
514,2026-08-25 18:32:29.172,Evan,Download,92.26,31.17,129,200
515,2026-08-25 18:32:31.259,Ian,Login,26.59,34.7,232,304
516,2026-08-25 18:32:20.454,Alice,Login,6.3,78.87,358,200
517,2026-08-25 18:32:39.593,Evan,Purchase,28.88,41.6,191,304
518,2026-08-25 18:32:20.474,Diana,Logout,60.4,45.76,434,200
519,2026-08-25 18:32:24.636,Alice,View,86.78,38.8,21,404
520,2026-08-25 18:32:20.494,Alice,View,82.62,72.22,38,304
521,2026-08-25 18:32:41.344,Fiona,Upload,16.76,37.18,348,304
522,2026-08-25 18:32:29.388,Fiona,Purchase,54.42,58.15,172,200
523,2026-08-25 18:32:31.507,Julia,Login,18.5,83.31,142,404
524,2026-08-25 18:32:32.062,Ian,View,11.14,76.35,161,200
525,2026-08-25 18:32:32.094,Julia,Login,31.73,79.48,411,404
526,2026-08-25 18:32:22.658,George,Purchase,77.72,67.98,157,200
527,2026-08-25 18:32:39.009,Alice,Download,62.47,82.92,312,304
528,2026-08-25 18:32:27.438,Alice,Upload,66.24,75.48,400,400
529,2026-08-25 18:32:30.106,Julia,Upload,12.11,74.52,402,200
530,2026-08-25 18:32:38.614,George,Purchase,71.24,85.19,83,200
531,2026-08-25 18:32:30.693,Fiona,Upload,38.0,28.68,204,304
532,2026-08-25 18:32:28.062,Julia,Download,74.88,25.76,184,400
533,2026-08-25 18:32:21.157,Evan,Login,15.6,39.35,297,200
534,2026-08-25 18:32:41.994,Diana,View,11.04,86.35,342,200
535,2026-08-25 18:32:25.459,Hannah,Logout,73.67,77.86,325,400
536,2026-08-25 18:32:39.414,Ian,Login,8.14,20.93,402,200
537,2026-08-25 18:32:28.182,Ian,Logout,27.58,48.95,260,201
538,2026-08-25 18:32:24.440,Fiona,Search,61.63,74.55,417,304
539,2026-08-25 18:32:35.237,Evan,Logout,78.97,59.94,130,304
540,2026-08-25 18:32:21.774,Julia,View,62.56,30.68,426,500
541,2026-08-25 18:32:39.098,George,Purchase,22.83,75.19,138,500
542,2026-08-25 18:32:20.714,Julia,Search,38.67,21.17,377,404
543,2026-08-25 18:32:28.869,Diana,Search,60.16,39.19,369,200
544,2026-08-25 18:32:41.950,Bob,Login,51.24,38.31,413,404
545,2026-08-25 18:32:35.459,Julia,View,7.54,49.16,208,200
546,2026-08-25 18:32:38.772,Julia,Download,86.94,80.04,345,200
547,2026-08-25 18:32:36.080,Fiona,Download,83.1,28.18,56,304
548,2026-08-25 18:32:41.050,Charlie,Search,35.47,88.32,160,304
549,2026-08-25 18:32:30.666,Julia,Upload,11.43,51.36,113,201
550,2026-08-25 18:32:25.744,Evan,View,77.73,28.47,52,200
551,2026-08-25 18:32:39.538,George,Purchase,27.4,76.55,361,201
552,2026-08-25 18:32:39.582,Fiona,Purchase,14.35,84.64,64,200
553,2026-08-25 18:32:31.331,Charlie,Login,84.38,46.32,233,200
554,2026-08-25 18:32:41.886,Bob,Logout,62.24,88.71,110,200
555,2026-08-25 18:32:24.174,Hannah,Download,6.93,36.95,267,200
556,2026-08-25 18:32:37.534,Julia,Login,85.98,65.35,123,400
557,2026-08-25 18:32:35.903,Hannah,Download,50.23,20.74,72,400
558,2026-08-25 18:32:21.990,Bob,Login,21.03,56.83,438,404
559,2026-08-25 18:32:39.331,Bob,Login,83.05,41.56,414,304
560,2026-08-25 18:32:28.734,Charlie,View,41.68,31.96,315,200
561,2026-08-25 18:32:29.880,Julia,View,67.42,59.44,35,200
562,2026-08-25 18:32:32.716,Ian,Upload,61.98,52.6,337,201
563,2026-08-25 18:32:31.621,Evan,Search,74.09,25.59,82,500
564,2026-08-25 18:32:23.190,George,View,79.47,25.02,292,500
565,2026-08-25 18:32:33.939,Bob,View,30.26,23.43,232,500
566,2026-08-25 18:32:32.274,Hannah,Logout,44.95,49.25,341,404
567,2026-08-25 18:32:32.871,Diana,Login,20.87,63.89,140,404
568,2026-08-25 18:32:24.950,Fiona,Login,6.15,45.42,436,404
569,2026-08-25 18:32:36.916,George,Upload,55.98,89.14,258,200
570,2026-08-25 18:32:42.084,Hannah,Upload,79.38,27.26,364,500
571,2026-08-25 18:32:37.563,Fiona,Login,89.04,36.0,155,500
572,2026-08-25 18:32:27.306,Evan,Logout,66.45,88.13,391,400
573,2026-08-25 18:32:30.192,Diana,Purchase,94.69,71.97,239,404
574,2026-08-25 18:32:21.034,George,Purchase,50.6,67.82,244,404
575,2026-08-25 18:32:34.269,Charlie,Purchase,39.48,21.77,16,304
576,2026-08-25 18:32:21.054,Diana,Purchase,60.93,52.95,346,500
577,2026-08-25 18:32:21.641,Evan,Download,70.41,66.76,375,304
578,2026-08-25 18:32:23.386,Hannah,Login,64.66,65.78,89,400
579,2026-08-25 18:32:22.242,Ian,Download,83.64,47.34,44,200
580,2026-08-25 18:32:26.894,Evan,Purchase,54.06,23.69,220,200
581,2026-08-25 18:32:28.076,Charlie,Search,45.75,80.41,160,201
582,2026-08-25 18:32:42.648,Diana,Search,31.91,41.07,389,200
583,2026-08-25 18:32:39.780,Diana,Download,45.36,22.78,428,200
584,2026-08-25 18:32:27.558,Fiona,Logout,57.31,23.89,324,200
585,2026-08-25 18:32:36.354,Bob,View,45.03,63.99,204,304
586,2026-08-25 18:32:27.014,Julia,Logout,59.0,65.57,301,200
587,2026-08-25 18:32:33.491,Charlie,Purchase,41.86,53.52,436,200
588,2026-08-25 18:32:31.170,Bob,Upload,43.69,67.74,360,200
589,2026-08-25 18:32:32.375,Fiona,Upload,89.98,61.39,273,404
590,2026-08-25 18:32:28.864,Alice,Upload,92.03,76.55,151,200
591,2026-08-25 18:32:36.570,Alice,Download,28.28,45.61,131,200
592,2026-08-25 18:32:30.094,George,Login,7.46,73.95,63,304
593,2026-08-25 18:32:33.084,George,Download,47.13,82.15,156,200
594,2026-08-25 18:32:44.994,Ian,Purchase,25.61,41.15,322,200
595,2026-08-25 18:32:28.979,Diana,Search,60.34,71.56,10,201
596,2026-08-25 18:32:31.982,Julia,View,94.17,61.45,425,200
597,2026-08-25 18:32:35.592,Julia,View,6.79,25.41,413,200
598,2026-08-25 18:32:41.008,Alice,Upload,52.7,82.65,180,200
599,2026-08-25 18:32:31.467,Ian,Search,45.34,29.83,124,304
600,2026-08-25 18:32:31.494,Evan,Search,83.12,42.62,158,400
601,2026-08-25 18:32:30.319,Bob,Search,36.93,72.07,393,200
602,2026-08-25 18:32:29.140,Julia,Download,32.86,81.67,150,304
603,2026-08-25 18:32:25.545,Hannah,Login,75.34,67.95,187,200
604,2026-08-25 18:32:32.206,Alice,Login,84.19,81.01,372,200
605,2026-08-25 18:32:43.124,Bob,Logout,16.27,45.87,176,400
606,2026-08-25 18:32:43.776,Hannah,Search,49.37,59.07,85,500
607,2026-08-25 18:32:22.578,Bob,Search,67.51,69.76,92,200
608,2026-08-25 18:32:26.846,George,Logout,90.51,59.8,187,200
609,2026-08-25 18:32:30.519,Bob,Login,41.06,73.57,244,201
610,2026-08-25 18:32:40.914,Charlie,View,32.91,37.96,340,201
611,2026-08-25 18:32:22.015,Alice,Purchase,40.39,34.71,129,400
612,2026-08-25 18:32:29.982,Bob,Search,92.82,63.98,254,200
613,2026-08-25 18:32:30.006,Ian,Upload,39.27,59.48,259,200
614,2026-08-25 18:32:43.538,Julia,Search,75.72,60.3,356,200
615,2026-08-25 18:32:30.054,Fiona,Logout,24.53,54.5,14,500
616,2026-08-25 18:32:43.014,Charlie,Download,48.92,63.17,47,500
617,2026-08-25 18:32:46.144,Julia,View,13.0,81.18,42,200
618,2026-08-25 18:32:30.744,Alice,Download,82.13,81.43,239,201
619,2026-08-25 18:32:28.293,Bob,Upload,53.14,24.72,320,400
620,2026-08-25 18:32:37.614,Hannah,Search,89.14,44.21,448,500
621,2026-08-25 18:32:30.198,Alice,Logout,76.86,41.56,444,404
622,2026-08-25 18:32:42.662,Julia,Download,18.78,33.8,414,201
623,2026-08-25 18:32:25.262,Evan,View,89.19,34.43,366,200
624,2026-08-25 18:32:45.870,George,Login,9.59,27.38,150,404
625,2026-08-25 18:32:39.044,Diana,Upload,69.13,46.37,176,500
626,2026-08-25 18:32:39.708,Ian,Purchase,76.23,61.98,59,200
627,2026-08-25 18:32:33.477,George,View,68.44,67.01,249,201
628,2026-08-25 18:32:44.182,Ian,Search,11.54,45.33,217,400
629,2026-08-25 18:32:38.567,Fiona,View,32.6,66.74,68,200
630,2026-08-25 18:32:35.454,Bob,Download,50.19,79.17,320,200
631,2026-08-25 18:32:31.069,Diana,Download,20.06,35.48,171,200
632,2026-08-25 18:32:26.670,Alice,Login,59.85,28.96,147,304
633,2026-08-25 18:32:41.247,Fiona,Login,66.86,52.0,401,304
634,2026-08-25 18:32:39.386,Hannah,View,20.98,45.39,197,200
635,2026-08-25 18:32:33.709,Hannah,Search,7.09,63.17,253,404
636,2026-08-25 18:32:27.378,Ian,Download,18.55,61.89,170,200
637,2026-08-25 18:32:41.411,Charlie,Upload,42.05,70.51,54,200
638,2026-08-25 18:32:24.864,Bob,Login,40.39,44.3,367,200
639,2026-08-25 18:32:33.186,George,Search,56.2,39.66,329,400
640,2026-08-25 18:32:40.254,George,Download,28.59,62.89,176,404
641,2026-08-25 18:32:30.037,Bob,Purchase,31.05,57.19,361,400
642,2026-08-25 18:32:30.060,George,Logout,14.69,67.54,296,500
643,2026-08-25 18:32:33.941,Julia,Download,68.71,85.53,361,500
644,2026-08-25 18:32:22.378,Julia,Purchase,35.55,24.84,374,200
645,2026-08-25 18:32:43.029,Hannah,Upload,76.74,21.74,443,201
646,2026-08-25 18:32:41.134,George,Upload,37.38,29.2,160,200
647,2026-08-25 18:32:39.880,Evan,View,76.31,47.05,106,201
648,2026-08-25 18:32:36.678,Alice,Login,28.15,50.03,241,304
649,2026-08-25 18:32:36.062,Bob,Login,7.9,63.89,422,404
650,2026-08-25 18:32:35.444,Diana,Logout,10.92,34.6,233,200
651,2026-08-25 18:32:24.408,Hannah,Purchase,11.66,23.27,24,200
652,2026-08-25 18:32:32.898,Evan,Purchase,88.84,30.63,291,200
653,2026-08-25 18:32:35.537,Evan,Download,73.5,60.15,160,404
654,2026-08-25 18:32:36.876,Hannah,Purchase,87.12,55.39,58,404
655,2026-08-25 18:32:31.014,Bob,Search,9.97,86.17,158,200
656,2026-08-25 18:32:48.094,Diana,Upload,6.18,87.21,107,200
657,2026-08-25 18:32:23.835,Fiona,Search,77.69,78.89,379,400
658,2026-08-25 18:32:27.138,Hannah,View,88.55,56.3,291,200
659,2026-08-25 18:32:22.543,Ian,Login,68.34,64.11,94,400
660,2026-08-25 18:32:28.494,Bob,View,12.01,22.02,123,304
661,2026-08-25 18:32:24.548,Ian,Purchase,77.22,51.89,42,200
662,2026-08-25 18:32:28.534,George,Upload,71.34,21.96,383,200
663,2026-08-25 18:32:38.499,Hannah,Purchase,48.29,78.52,215,400
664,2026-08-25 18:32:36.542,Evan,View,33.76,74.49,435,500
665,2026-08-25 18:32:39.234,Diana,Upload,55.2,38.5,412,304
666,2026-08-25 18:32:38.604,Fiona,View,67.25,70.45,189,201
667,2026-08-25 18:32:47.977,Fiona,Login,38.42,28.7,197,200
668,2026-08-25 18:32:33.330,Diana,View,81.38,89.42,443,200
669,2026-08-25 18:32:32.688,Bob,Purchase,43.99,63.41,442,304
670,2026-08-25 18:32:37.404,Diana,View,32.37,42.76,235,201
671,2026-08-25 18:32:23.346,Fiona,Upload,55.8,85.11,301,404
672,2026-08-25 18:32:31.422,Ian,Upload,43.34,39.3,38,200
673,2026-08-25 18:32:36.830,Bob,Search,24.66,59.88,160,200
674,2026-08-25 18:32:38.210,Bob,Search,73.25,71.9,203,200
675,2026-08-25 18:32:33.519,Fiona,Logout,23.48,63.82,102,500
676,2026-08-25 18:32:29.490,Fiona,Upload,64.83,53.44,24,400
677,2026-08-25 18:32:37.635,Evan,Login,24.21,53.3,112,200
678,2026-08-25 18:32:31.566,Hannah,View,8.59,28.86,363,500
679,2026-08-25 18:32:32.269,Ian,Download,50.44,89.63,292,200
680,2026-08-25 18:32:47.254,Alice,Upload,32.39,20.64,395,201
681,2026-08-25 18:32:27.552,Alice,Search,27.86,53.7,26,200
682,2026-08-25 18:32:22.114,Fiona,Search,56.85,81.08,101,200
683,2026-08-25 18:32:37.150,Alice,Login,30.13,32.88,87,500
684,2026-08-25 18:32:40.602,Bob,Purchase,7.2,25.36,154,200
685,2026-08-25 18:32:42.694,Ian,View,79.01,42.78,110,200
686,2026-08-25 18:32:30.386,Charlie,Logout,64.29,26.65,445,400
687,2026-08-25 18:32:42.774,Charlie,Search,90.11,45.86,223,200
688,2026-08-25 18:32:24.238,Fiona,Search,92.03,69.65,375,304
689,2026-08-25 18:32:49.055,George,Download,35.2,31.01,113,200
690,2026-08-25 18:32:40.824,Charlie,Purchase,71.49,23.44,83,200
691,2026-08-25 18:32:36.715,George,Search,19.38,52.67,183,400
692,2026-08-25 18:32:24.982,Diana,Download,33.88,54.05,271,500
693,2026-08-25 18:32:41.628,Julia,Purchase,40.43,80.35,246,200
694,2026-08-25 18:32:29.174,Fiona,Logout,69.47,63.76,273,404
695,2026-08-25 18:32:50.044,Julia,View,16.68,81.39,305,500
696,2026-08-25 18:32:35.478,Diana,Upload,76.5,52.79,206,500
697,2026-08-25 18:32:25.749,Alice,Download,22.04,61.08,105,200
698,2026-08-25 18:32:32.046,Fiona,Upload,21.07,75.08,336,500
699,2026-08-25 18:32:22.983,Julia,Logout,38.29,54.38,248,304
700,2026-08-25 18:32:38.394,Evan,View,17.95,74.33,444,200
701,2026-08-25 18:32:39.829,Alice,Download,92.39,42.71,112,200
702,2026-08-25 18:32:35.652,Diana,Login,54.36,26.5,129,304
703,2026-08-25 18:32:42.008,Diana,Upload,62.32,48.98,271,200
704,2026-08-25 18:32:25.854,Bob,Search,33.71,76.92,128,304
705,2026-08-25 18:32:38.559,Evan,Login,58.03,61.72,354,400
706,2026-08-25 18:32:27.296,George,Logout,50.02,48.66,301,200
707,2026-08-25 18:32:25.192,Julia,Login,51.24,32.04,204,200
708,2026-08-25 18:32:30.162,Ian,Download,58.62,32.95,368,200
709,2026-08-25 18:32:25.220,Ian,Search,53.44,33.44,34,200
710,2026-08-25 18:32:48.664,Ian,Upload,76.86,38.15,274,304
711,2026-08-25 18:32:50.133,Julia,Upload,8.85,87.42,307,200
712,2026-08-25 18:32:35.230,George,View,20.55,29.05,244,304
713,2026-08-25 18:32:36.684,Fiona,Upload,76.77,54.18,202,200
714,2026-08-25 18:32:50.280,Ian,Upload,68.18,21.74,301,200
715,2026-08-25 18:32:48.184,Hannah,Search,55.46,77.69,38,200
716,2026-08-25 18:32:51.094,Ian,Logout,7.28,71.42,449,200
717,2026-08-25 18:32:39.672,Alice,Logout,47.41,87.76,121,304
718,2026-08-25 18:32:36.834,Julia,Download,56.91,80.61,447,500
719,2026-08-25 18:32:36.864,Bob,Purchase,35.46,76.14,239,200
720,2026-08-25 18:32:31.134,Hannah,View,91.99,31.25,388,404
721,2026-08-25 18:32:23.225,Fiona,Search,81.18,46.06,38,200
722,2026-08-25 18:32:42.008,Charlie,Logout,41.93,81.03,254,304
723,2026-08-25 18:32:51.444,Charlie,Purchase,34.63,86.76,24,200
724,2026-08-25 18:32:31.946,Bob,View,45.22,25.17,376,201
725,2026-08-25 18:32:29.794,Julia,Purchase,78.48,48.82,72,500
726,2026-08-25 18:32:45.786,Ian,Search,24.14,22.22,428,400
727,2026-08-25 18:32:38.558,Alice,Purchase,92.4,43.38,421,200
728,2026-08-25 18:32:48.054,Diana,Purchase,50.08,72.53,266,500
729,2026-08-25 18:32:30.603,Fiona,Purchase,38.61,23.46,13,500
730,2026-08-25 18:32:45.224,Charlie,Download,92.6,47.06,384,304
731,2026-08-25 18:32:50.382,Alice,Purchase,47.19,75.88,93,200
732,2026-08-25 18:32:40.914,George,View,48.47,24.81,433,304
733,2026-08-25 18:32:39.483,Fiona,Download,32.68,72.17,421,200
734,2026-08-25 18:32:37.314,Fiona,Purchase,43.17,77.55,141,200
735,2026-08-25 18:32:35.139,Julia,Search,14.89,60.04,353,400
736,2026-08-25 18:32:33.694,Julia,Search,87.23,55.08,444,200
737,2026-08-25 18:32:44.037,Alice,Logout,58.61,85.85,424,304
738,2026-08-25 18:32:45.552,Charlie,Purchase,12.99,81.23,249,200
739,2026-08-25 18:32:24.162,George,Search,51.99,24.25,66,304
740,2026-08-25 18:32:46.374,Fiona,Logout,22.74,46.66,74,200
741,2026-08-25 18:32:51.603,Alice,Search,24.19,69.91,344,200
742,2026-08-25 18:32:49.426,Diana,Upload,42.99,63.96,68,304
743,2026-08-25 18:32:42.785,Bob,Login,26.78,70.89,380,404
744,2026-08-25 18:32:52.494,Diana,Login,75.29,34.06,292,304
745,2026-08-25 18:32:35.409,Julia,Login,7.45,80.78,99,200
746,2026-08-25 18:32:42.896,Diana,Purchase,27.94,88.62,431,500
747,2026-08-25 18:32:45.174,George,Upload,18.35,79.81,26,201
748,2026-08-25 18:32:28.010,Charlie,Upload,13.56,39.44,433,200
749,2026-08-25 18:32:26.529,Alice,Login,15.29,25.52,301,200
750,2026-08-25 18:32:50.544,Hannah,Download,54.05,80.8,300,200
751,2026-08-25 18:32:31.816,Hannah,Search,78.35,62.47,260,400
752,2026-08-25 18:32:25.822,Charlie,Purchase,34.56,59.52,239,200
753,2026-08-25 18:32:43.155,Hannah,Download,30.75,27.52,355,200
754,2026-08-25 18:32:37.160,George,Logout,48.36,24.59,105,200
755,2026-08-25 18:32:28.129,George,Logout,60.1,33.67,101,200
756,2026-08-25 18:32:39.486,Alice,Download,82.76,29.06,419,200
757,2026-08-25 18:32:22.864,Alice,Download,29.87,33.59,432,200
758,2026-08-25 18:32:38.034,Diana,Upload,86.28,54.37,306,200
759,2026-08-25 18:32:53.244,Julia,Purchase,30.73,70.36,354,200
760,2026-08-25 18:32:35.054,Bob,Upload,23.51,39.83,380,201
761,2026-08-25 18:32:38.885,Bob,Logout,10.18,48.96,252,200
